<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.31	20:00:00	23.066	23.071	23.006	23.052	1437	0	8
2024.01.31	21:00:00	23.047	23.268	22.926	23.124	4518	0	20
2024.01.31	22:00:00	23.124	23.145	22.770	22.837	3490	0	4
2024.01.31	23:00:00	22.828	22.944	22.802	22.914	1530	0	10
2024.02.01	01:00:00	22.909	22.935	22.880	22.895	620	0	18
2024.02.01	02:00:00	22.894	22.976	22.881	22.956	890	0	18
2024.02.01	03:00:00	22.958	22.964	22.873	22.878	1518	0	18
2024.02.01	04:00:00	22.874	22.999	22.872	22.958	1313	0	18
2024.02.01	05:00:00	22.958	23.025	22.957	23.011	872	0	15
2024.02.01	06:00:00	23.011	23.025	22.971	22.980	698	0	18
2024.02.01	07:00:00	22.980	22.985	22.900	22.901	970	0	18
2024.02.01	08:00:00	22.902	22.923	22.857	22.896	1099	0	18
2024.02.01	09:00:00	22.895	22.897	22.806	22.819	1601	0	8
2024.02.01	10:00:00	22.816	22.816	22.713	22.774	1897	0	8
2024.02.01	11:00:00	22.772	22.845	22.757	22.812	1554	0	8
2024.02.01	12:00:00	22.813	22.821	22.645	22.659	1467	0	8
2024.02.01	13:00:00	22.661	22.711	22.639	22.680	1582	0	8
2024.02.01	14:00:00	22.680	22.680	22.578	22.654	1791	0	8
2024.02.01	15:00:00	22.655	22.679	22.503	22.647	2961	0	13
2024.02.01	16:00:00	22.647	22.995	22.647	22.916	3228	0	11
2024.02.01	17:00:00	22.835	23.004	22.808	22.983	3245	0	19
2024.02.01	18:00:00	22.983	23.194	22.983	23.103	2918	0	10
2024.02.01	19:00:00	23.104	23.193	23.045	23.116	2422	0	9
2024.02.01	20:00:00	23.114	23.246	23.089	23.192	2156	0	9
2024.02.01	21:00:00	23.191	23.228	23.145	23.188	1467	0	8
2024.02.01	22:00:00	23.188	23.203	23.143	23.173	1146	0	8
2024.02.01	23:00:00	23.163	23.172	23.132	23.157	825	0	10
2024.02.02	01:00:00	23.159	23.166	23.135	23.141	404	0	18
2024.02.02	02:00:00	23.145	23.173	23.122	23.127	678	0	18
2024.02.02	03:00:00	23.130	23.185	23.087	23.116	1284	0	18
2024.02.02	04:00:00	23.114	23.141	23.076	23.119	1026	0	18
2024.02.02	05:00:00	23.116	23.137	23.104	23.126	826	0	18
2024.02.02	06:00:00	23.131	23.155	23.120	23.150	617	0	18
2024.02.02	07:00:00	23.148	23.187	23.127	23.151	1015	0	18
2024.02.02	08:00:00	23.148	23.194	23.117	23.139	1490	0	18
2024.02.02	09:00:00	23.140	23.192	23.121	23.167	1560	0	9
2024.02.02	10:00:00	23.167	23.210	23.125	23.131	1426	0	8
2024.02.02	11:00:00	23.137	23.208	23.115	23.167	1511	0	8
2024.02.02	12:00:00	23.167	23.208	23.161	23.180	1366	0	8
2024.02.02	13:00:00	23.179	23.242	23.164	23.232	1155	0	8
2024.02.02	14:00:00	23.233	23.237	23.142	23.162	1185	0	6
2024.02.02	15:00:00	23.163	23.176	22.531	22.548	3518	0	10
2024.02.02	16:00:00	22.549	22.652	22.391	22.581	3813	0	19
2024.02.02	17:00:00	22.560	22.635	22.486	22.623	3259	0	19
2024.02.02	18:00:00	22.624	22.661	22.562	22.647	2349	0	9
2024.02.02	19:00:00	22.647	22.656	22.573	22.652	1739	0	8
2024.02.02	20:00:00	22.652	22.702	22.623	22.673	1905	0	9
2024.02.02	21:00:00	22.673	22.709	22.649	22.701	1499	0	8
2024.02.02	22:00:00	22.700	22.709	22.646	22.652	1219	0	8
2024.02.02	23:00:00	22.644	22.685	22.641	22.679	646	0	11
2024.02.05	01:00:00	22.691	22.698	22.645	22.689	743	0	18
2024.02.05	02:00:00	22.667	22.705	22.545	22.624	1516	0	18
2024.02.05	03:00:00	22.623	22.640	22.531	22.622	1452	0	18
